Gouvernorat,Price,rooms,Localisation,Description
Tunis,564000.0,3.0,Ain Zaghouan,"agence immobilière le carré 9 met à la vente un s2 de 120m² direct promoteur  au 1er étage dune résidence r4 en cours dexécution avec double ascenseur à ain zaghouan à proximité de la route nationale de la marsala partie jour contient un salon avec un balcon, une cuisine équipée, un séchoir et une salle deau invitésla partie nuit loge une suite parentale avec sa salle de bain et son coin dressing qui donne sur une terrasse, une chambre à coucher avec dressing et une salle de bain communelappartement est équipé par un dressing à lentrée, du chauffage et de la climatisation centraleappartement intelligent par excellence grâce à la technologie smart home en optionsanitaire de qualité importés, double vitrage, vidéophone et caméras de surveillanceil dispose aussi dautres s2 du 1er au 4ème étage de différentes superficies :s2 entre 120m² et 123m² prix du m² est à 4700dt, entre 134m² et 141m² prix du m² est à 4600dts2 de 123m² à 578000dt, s2 de 134m² à 617000dt, de 138m² à 635000dt, de 140m² à 644000dt et 141m² à 649000dtplace de parking au sous-sol à 29000dt cellier à 2300dt le m² et remise des clés fin 2025une salle de sport et une piscine pour les résidents"
Tunis,478000.0,4.0,Ain Zaghouan,"agence immobilière le carré 9 vous propose à la vente un appartement s3 direct promoteur dune superficie de 156m² situé au 2ème étage dune prestigieuse résidence avec double ascenseur à ain zaghouanla partie jour se compose dun salon et salle à manger donnant sur un balcon, une cuisine agencée et équipée par plaque, hotte aspirante et four ainsi une salle deau invitésla partie nuit abrite une suite parentale avec sa propre salle de douche, deux chambres à coucher et une salle de bain communelappartement est équipé du chauffage central, de la climatisation en split ainsi des dressings dans toutes les piècespour plus de commodités et de luxe la résidence contient une salle de sport, espaces loisirs et abattoiron trouve la même superficie du 2ème au 5ème étage avec un prix de 478mdt et au 6ème étage avec un prix de 466mdtil existe aussi dautres s3 au rdc sans jardin de 162m² à 495000dt, et du 1er au 7ème dune superficie de 165m² à 530000dt.appartements intelligents par excellence grâce à la technologie smart home en optionune place de parking au sous-sol est disponible à 23000dtremise des clefs mars 2025plus d'informations veuillez contacter au 28177388"
Tunis,410000.0,2.0,Ain Zaghouan,"a vendre : appartement s+2  à ain zaghouan (nouvelle soukra)caractéristiques principales :superficie : 140 m² (dont 20 m² de terrasse).2 chambres : suite parentale avec salle deau et terrasse, et une chambre avec dressing.salon spacieux avec accès à une grande terrasse.cuisine équipée avec séchoir.salle de bain indépendante.place de parking au sous-sol.résidence récente (2019), quartier calme et sécurisé.contact : 27 720 730"
Tunis,280000.0,3.0,Ain Zaghouan,"fb.6460contacter notre conseillère en immobilière au 50362627/56096179 / 70727279.a vendre un appartement s+2 au 5 ème étage avec ascenseur dans une résidence bien gardée et sécurisée à cité el wahat derrière monoprix près de toutes commodités.lappartement est composé dun salon, cuisine, deux chambres à coucher plus salle de bain.lappartement est installé dun chauffage centrale,3 climatiseurs plus place de parking sous sol."
Tunis,675000.0,3.0,Ain Zaghouan,"agence immobilière le carré 9 vous propose à la vente un appartement s+2  neuf direct promoteur dune superficie de 177.5m² situé au 3éme étage dune  résidence gardée et sécurisée  avec double ascenseurs et une piscine couverte collective chauffée à ain zaghouan nord.cet appartement se compose  d'un grand salon donnant sur une grande terrasse, une cuisine équipée avec un séchoir, une suite parentale avec sa propre salle de douche et un balcon, une chambre à coucher et une salle de bain commune.il est doté du chauffage central,  de la climatisation en split et des dressings dans toutes les pièces.une place de parking au sous-sol à 20mdttoutes les pièces sont équipées avec des dressings, du chauffage central et climatisation en split.- résidence gardée et surveille par des caméras de surveillance.- double vitrage.- isolation phonique.- système d'alarme.- boiserie freine.- sanitaire du 1er choix.- piscine couverte collective chauffée.- vidéophone.pour plus d'informations veuillez nous contacter au 28.177.388 ou 23.219.610"
Tunis,378000.0,3.0,Ain Zaghouan,"agence immobilière le carré 9 vous propose à la vente un projet immobilier présenter par une résidence dhabitation en r+7 en cours dexécution située à ain zaghouan.s2 disponibles 117m² à 378000dt du rdc au 7ème étage.les s2 se composent dun salon avec une terrasse, une cuisine avec séchoir, une salle deau invités, deux chambres à coucher et une salle de bain commune.superficies des s3 disponibles sont 158.61m² à 508000dt et 160m² à 515000dt du rdc au 6ème étage.les s3 se composent dun salon avec une terrasse, une cuisine avec séchoir, une salle deau invités, une suite avec sa salle de douche, deux chambres à coucher et une salle de bain commune.place de parking au sous-sol sera disponible à 20.000dt.le prix du m² est à 3200dt.ttc.remise des clés fin 2025.pour plus d'informations veuillez nous contacter au 28.177.388 ou bien 23.219.610"
Tunis,247000.0,2.0,Hedi Chaker,"a vendre appartement situé à lafayette centre ville tunis 18 rue irak au quatrième étage. la partie jours se compose d'un couloir avec placard, cuisine equipé avec balcon et grand salon. la partie nuit loge couloir, salle de bain, salle d'eau et deux grandes chambres dont une avec dressing. l'appartement contient chauffage centrale, l'ascenseur en panne. l'appartement posséde titre individuel titre bleu et d'une surface 95 mètres carré sans compter l'espace commun. prix: 247 md négociable. numéro de contact: 24 893 679."
Tunis,247000.0,2.0,Tunis Belvedere,"a vendre appartement situé à lafayette centre ville tunis 18 rue irak au quatrième étage. la partie jours se compose d'un couloir avec placard, cuisine equipé avec balcon et grand salon. la partie nuit loge couloir, salle de bain, salle d'eau et deux grandes chambres dont une avec dressing. l'appartement contient chauffage centrale, l'ascenseur en panne. l'appartement posséde titre individuel titre bleu et d'une surface 95 mètres carré sans compter l'espace commun. prix: 247 md négociable. numéro de contact: 24 893 679."
Tunis,247000.0,2.0,Bab Bhar,"a vendre appartement situé à lafayette centre ville tunis 18 rue irak au quatrième étage. la partie jours se compose d'un couloir avec placard, cuisine equipé avec balcon et grand salon. la partie nuit loge couloir, salle de bain, salle d'eau et deux grandes chambres dont une avec dressing. l'appartement contient chauffage centrale, l'ascenseur en panne. l'appartement posséde titre individuel titre bleu et d'une surface 95 mètres carré sans compter l'espace commun. prix: 247 md négociable. numéro de contact: 24 893 679."
Tunis,900000.0,4.0,Berge Du Lac,"fb.7315contacter notre agent en immobilier au 56306032a vendre un appartement s3 au 1ére étage avec double ascenseur dans une résidencebien sécurisée et bien gardee au lac 2 .il se compose dun grand salon avec terrasse, cuisine bien équipée avec plaque ,hotte ,four,réfrigérateur,lave vaisselle plus séchoir et deux chambres à coucher avec dressings et un suite parentale, plus salle de bain et salle deau. lappartement est installé dun chauffage et climatisation centrale et un place parking sous sol disponible ."
Tunis,490000.0,4.0,Gammart,à vendreappartement s3 à la marsaemplacement : gammarth supérieurétage : 2ème sans ascenseursuperficie : 175 m²composition :salon cuisine ouverte équipée de plaque hotte et foursalle de bain communedeux chambres à coucher avec dressingune suite parentale avec salle de douchegarage : 27 m²prix : 490.000 dtprix de garage : 50.000 dt
Ariana,180000.0,1.0,La Soukra,fb.6968contacter notre conseiller en immobilier au 53672333/ 56096176 / 70727279.a vendre un appartement dun superficie nette 55m s+1situé au rdc à la soukra il se compose dun :salon avec balconune cuisine équipéeune chambre à coucher avec dressingune salle de bainchauffage centralclimatiseur
Tunis,190000.0,2.0,El Aouina,"fb.7239contacter notre conseillère en immobilière au 50362627 /56096179 / 70727279.a vendre un appartement s+1 jamais habité au 4 ème étage avec double ascenseurs dans une nouvelle résidence à cité el wahat à proximité toutes les commoditès.il se compose dun salon, cuisine bien équipée avec les éléments ( plaque, hotte, four ), une chambre à coucher plus salle de douche.lappartement est installé dun chauffage centrale et un climatiseur.l'enregistrement 1 % ."
Ariana,150000.0,3.0,El Menzah 8,"un appart de charme situé au 3éme étage dans une résidence sans ascenseur à el manzah 8. a l'entrée, on a un salon avec balcon, une cuisine avec séchoir, 2 chambres et une salle de bain. cet appart dispose également d'une place de parking à l'extérieur. pour tous les renseignements, contacter lagent sur le 58790210."
Tunis,145000.0,3.0,Le Kram,"un appart au 3 éme étage situé dans une résidence à sidi omor, le kram ouest. a l'entrée, on a un salon, une cuisine, 3 chambres et une salle de bain. pour tous les renseignements, contacter l'agent sur le 56970850."
Tunis,230000.0,2.0,El Menzah 9,"a vendre appartement s+1 à el menzah 9c .a vendre un appartement s+1 dans une belle résidence à el menzah 9c , composé d'un salon,une cuisine américaine meublée aménagée(hotte,plaque)  , une salle de bain, 1 chambre à coucher ,l'appartement est muni de chauffage central, d'un climatiseur au salon, d'un interphone et d'une place de parking privative au sous sol, l'immeuble est muni d'un ascenseur .prix : 230 md .pour plus d'informations, veuillez contacter le 52 37 45 36 ."
Tunis,477000.0,2.0,Ain Zaghouan,"agence immobilière le carré 9 vous propose à la vente un projet immobilier en cours dexécution situé à ain zaghouan nord.il reste que des appartements de typologie s2 avec des superficies entre 123.86m² et 131.36m², du 1er au 4éme étage.chaque appartement se compose dun salon avec une terrasse, une cuisine avec un séchoir, une salle deau pour les invités, une suite parentale avec dressing, une chambre à coucher et une salle de bain commune.les prix varient entre 477mdt et 493mdt.les appartements seront équipés du chauffage central et de la climatisation en split.une salle de sport sera disponible.une place de parking sous-sol sera disponible à 23mdt.une place de parking au rdc sous les abris sera disponible à 18mdt.remise des clés à partir daout 2024.pour plus d'informations veuillez nous contacter au 28.177.388 ou bien 23.219.610"
Tunis,175000.0,1.0,El Aouina,"fb.7376contacter notre conseillère en immobilier au 53672333/ 56096179 / 70727279.a vendre un appartement s+1 situé au 5éme étage avec ascenseur dans une résidence bien sécurisée et bien gardée à cite el wahat .il se compose dun salon , kitchenette (plaque ,hotte ,four ) avec séchoir et une chambre à coucher , plus salle de douche . lappartement est installé dun chauffage centrale et climatiseur ."
Tunis,632000.0,3.0,Ain Zaghouan,"agence immobilière le carré 9 vous propose à la vente un appartement s2 neuf direct promoteur dune superficie de 166.25m² situé au 2éme étage dune résidence gardée et sécurisée avec double ascenseurs et une piscine couverte collective chauffée à ain zaghouan nord.cet appartement se compose d'un grand salon donnant sur une terrasse, une cuisine équipée avec un séchoir, une suite parentale avec sa propre salle de douche et un balcon, une chambre à coucher et une salle de bain commune.il est doté du chauffage central, de la climatisation en split et des dressings dans toutes les pièces.une place de parking au sous-sol à 20mdtpour plus d'informations veuillez nous contacter au 28177388 ou 23219610"
